descricaolocal,zona,mes,estado_carro,exposicao_local,fabricante_celular,peridoocorrencia,sexo,descr_cor_veiculo,tipo_veiculo,tipo_crime
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,10,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,LG,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,ASUS,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,9,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,SUL,6,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,4,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
ESTABELECIMENTO DE ENSINO,LESTE,6,SEMI-NOVO,RISCO BAIXO,MOTOROLA,A NOITE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,ASUS,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,OESTE,4,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Laranja,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,LG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,8,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,1,,RISCO ALTO PLUS,LG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,ASUS,A NOITE,,Verde,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,ALCATEL,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,2,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,2,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Branco,CAMINHÃO,Roubo Celular
TERMINAL/ESTACAO,OESTE,8,,RISCO ALTO,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,3,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,12,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
RODOVIA/ESTRADA,NORTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,LG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,LE NOVO,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,9,SEMI-VELHO,RISCO ALTO PLUS,APPLE,A TARDE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,4,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,LE NOVO,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,6,NOVO,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,OESTE,3,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
ESTABELECIMENTO BANCARIO,SUL,2,,RISCO ALTO,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,9,SEMI-NOVO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Vermelho,CAMINHÃO,Roubo Celular
VIA PUBLICA,OESTE,9,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,9,,RISCO ALTO PLUS,ASUS,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,1,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,NOVO,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,Cinza,AUTOMOVEL,Roubo Celular
COMERCIO E SERVICOS,SUL,8,,RISCO ALTO,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SONY,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,6,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,2,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,ASUS,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,11,SEMI-NOVO,RISCO ALTO PLUS,APPLE,A NOITE,,Branco,MOTO,Roubo Celular
ESTABELECIMENTO BANCARIO,LESTE,12,,RISCO ALTO,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Vermelho,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,7,,RISCO ALTO PLUS,ASUS,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,7,SEMI-NOVO,RISCO ALTO PLUS,APPLE,A NOITE,,Branco,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,2,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,7,SEMI-VELHO,RISCO ALTO PLUS,APPLE,PELA MANHA,,Azul,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,ASUS,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,3,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,ASUS,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,10,,RISCO ALTO PLUS,LG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,10,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
RODOVIA/ESTRADA,NORTE,6,VELHO,RISCO ALTO PLUS,LG,DE MADRUGADA,,Branco,,Roubo Celular
VIA PUBLICA,OESTE,9,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
HOSPEDAGEM,CENTRO,2,,RISCO ALTO,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,OESTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,6,VELHO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Cinza,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Preta,CAMINHÃO,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,LE NOVO,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,12,,RISCO ALTO PLUS,LG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,SEMI-NOVO,RISCO ALTO PLUS,LG,PELA MANHA,,Prata,CAMINHÃO,Roubo Celular
COMERCIO E SERVICOS,NORTE,10,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,NOVO,RISCO ALTO PLUS,APPLE,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
TERMINAL/ESTACAO,NORTE,8,,RISCO ALTO,ALCATEL,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,ASUS,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,7,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
SAUDE,LESTE,11,,RISCO BAIXO,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,SEMI-NOVO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Cinza,AUTOMOVEL,Roubo Celular
COMERCIO E SERVICOS,SUL,8,,RISCO ALTO,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,3,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Prata,AUTOMOVEL,Roubo Celular
TERMINAL/ESTACAO,SUL,7,SEMI-NOVO,RISCO ALTO,HUAWEI,DE MADRUGADA,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,LE NOVO,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,SEMI-NOVO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Preta,MOTO,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,2,NOVO,RISCO ALTO PLUS,SAMSUNG,A TARDE,,Vermelho,AUTOMOVEL,Roubo Celular
VIA PUBLICA,OESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,8,,RISCO ALTO,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,2,,RISCO ALTO PLUS,SONY,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,11,,RISCO ALTO PLUS,HUAWEI,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,9,,RISCO ALTO,MULTILASER,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,OESTE,1,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,8,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
LAZER E RECREACAO,LESTE,6,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
RESTAURANTE E AFINS,SUL,7,,RISCO ALTO,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,2,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,10,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,OESTE,4,SEMI-VELHO,RISCO ALTO PLUS,APPLE,A NOITE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,4,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,OESTE,7,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,9,NOVO,RISCO ALTO PLUS,ASUS,A NOITE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,9,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,3,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,2,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,2,,RISCO ALTO PLUS,LE NOVO,A TARDE,,,,Roubo Celular
TERMINAL/ESTACAO,CENTRO,1,,RISCO ALTO,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,SEMI-NOVO,RISCO ALTO PLUS,LG,PELA MANHA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,2,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,CENTRO,11,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,8,,RISCO ALTO,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,12,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,NORTE,1,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,7,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,8,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,LG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,10,,RISCO ALTO,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,LG,A TARDE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,,,Roubo Celular
GARAGEM OU ABRIGO DE RESIDENCIA,SUL,9,,RISCO MÉDIO,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,11,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,5,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
COMERCIO E SERVICOS,LESTE,10,,RISCO ALTO,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,9,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,10,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,1,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,3,,RISCO ALTO PLUS,APPLE,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,1,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,11,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,SUL,11,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,OESTE,3,NOVO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Prata,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,11,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,4,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
RESTAURANTE E AFINS,SUL,7,SEMI-VELHO,RISCO ALTO,LG,A NOITE,,Prata,CAMINHÃO,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,7,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,NORTE,1,SEMI-VELHO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Vermelho,AUTOMOVEL,Roubo Celular
VIA PUBLICA,NORTE,3,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,A NOITE,,Preta,CAMINHÃO,Roubo Celular
VIA PUBLICA,LESTE,10,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,LESTE,10,NOVO,RISCO ALTO PLUS,MOTOROLA,A NOITE,,Vermelho,MOTO,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,CENTRO,7,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,8,,RISCO ALTO PLUS,MOTOROLA,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,CENTRO,5,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,1,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
VIA PUBLICA,NORTE,11,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,5,,RISCO ALTO PLUS,SAMSUNG,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,4,NOVO,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,Vermelho,MOTO,Roubo Celular
VIA PUBLICA,OESTE,11,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,2,VELHO,RISCO ALTO PLUS,MOTOROLA,A TARDE,,Branco,,Roubo Celular
VIA PUBLICA,OESTE,2,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Branco,,Roubo Celular
VIA PUBLICA,SUL,3,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,LESTE,8,,RISCO ALTO PLUS,MOTOROLA,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,OESTE,12,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,4,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,SUL,3,SEMI-NOVO,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,Vermelho,AUTOMOVEL,Roubo Celular
VIA PUBLICA,SUL,4,,RISCO ALTO PLUS,MOTOROLA,A NOITE,,,,Roubo Celular
VIA PUBLICA,LESTE,9,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,SUL,6,,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,,,Roubo Celular
VIA PUBLICA,SUL,10,,RISCO ALTO PLUS,SAMSUNG,PELA MANHA,,,,Roubo Celular
VIA PUBLICA,CENTRO,8,,RISCO ALTO PLUS,MOTOROLA,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,6,SEMI-VELHO,RISCO ALTO PLUS,SAMSUNG,DE MADRUGADA,,Preta,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,11,SEMI-VELHO,RISCO ALTO PLUS,APPLE,DE MADRUGADA,,Branco,AUTOMOVEL,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,LE NOVO,A TARDE,,,,Roubo Celular
VIA PUBLICA,LESTE,5,,RISCO ALTO PLUS,APPLE,A NOITE,,,,Roubo Celular
VIA PUBLICA,OESTE,11,,RISCO ALTO PLUS,SAMSUNG,A NOITE,,,,Roubo Celular
VIA PUBLICA,NORTE,3,,RISCO ALTO PLUS,APPLE,A TARDE,,,,Roubo Celular
